===== XTB STOCK ANALYSIS DATABASE =====
Generated on: 2025-03-02 22:59:25
FORMAT: TICKER | PRICE | SIGMA | RECOMMENDATION
ETL2.DE | $22995.00 | 0.34216 | SELL - Low Sigma suggests limited profit potential
LOG.ES | $2770.00 | 0.34729 | SELL - Low Sigma suggests limited profit potential
B4B.DE_9 | $5380.00 | 0.76423 | BUY - Good Sigma with positive technical indicators
OR.FR_9 | $35180.00 | 0.62811 | BUY - Good Sigma with positive technical indicators
HII.US_4 | $17448.00 | 0.49750 | HOLD - Moderate Sigma with mixed signals
ROK.US_9 | $28610.00 | 0.51221 | HOLD - Moderate Sigma with mixed signals
RS.US_4 | $29672.00 | 0.53170 | HOLD - Moderate Sigma with mixed signals
VOYA.US | $7217.00 | 0.50969 | HOLD - Moderate Sigma with mixed signals
GNFT.FR_4 | $3424.00 | 0.32249 | SELL - Low Sigma suggests limited profit potential
SCATC.NO | $8080.00 | 0.57176 | HOLD - Moderate Sigma with mixed signals
JYSK.DK_4 | $57960.00 | 0.64060 | BUY - Good Sigma with positive technical indicators
SXRW.DE_9 | $20765.00 | 0.48916 | HOLD - Moderate Sigma with mixed signals
AIV.US_9 | $904.00 | 0.62951 | BUY - Good Sigma with positive technical indicators
CNI.US_9 | $10139.00 | 0.47472 | HOLD - Moderate Sigma with mixed signals
SUNW.US | $80.00 | 0.31759 | SELL - Low Sigma suggests limited profit potential
USDILS | $35985.00 | 0.31421 | SELL - Low Sigma suggests limited profit potential
KHC.US_4 | $3065.00 | 0.47143 | HOLD - Moderate Sigma with mixed signals
WTS.US_4 | $21401.00 | 0.48766 | HOLD - Moderate Sigma with mixed signals
QS.US_9 | $468.00 | 0.32793 | SELL - Low Sigma suggests limited profit potential
USDMXN | $204924.00 | 0.46839 | HOLD - Moderate Sigma with mixed signals
GEN.UK_4 | $3499.00 | 0.23605 | SELL - Low Sigma suggests limited profit potential
UIMC.DE | $131425.00 | 0.24374 | SELL - Low Sigma suggests limited profit potential
BBVA.ES_4 | $12755.00 | 0.69844 | BUY - Good Sigma with positive technical indicators
DOM.UK_9 | $2906.00 | 0.30909 | SELL - Low Sigma suggests limited profit potential
V20D.DE | $22455.00 | 0.47693 | HOLD - Moderate Sigma with mixed signals
STMN.CH_4 | $12176.00 | 0.28882 | SELL - Low Sigma suggests limited profit potential
FMC.US_9 | $3688.00 | 0.46063 | HOLD - Moderate Sigma with mixed signals
KODK.US | $701.00 | 0.37774 | SELL - Low Sigma suggests limited profit potential
MEL.ES_4 | $7368.00 | 0.59003 | HOLD - Moderate Sigma with mixed signals
EXO.NL_9 | $9390.00 | 0.50121 | HOLD - Moderate Sigma with mixed signals
EHF1.DE | $19920.00 | 0.48426 | HOLD - Moderate Sigma with mixed signals
GSF.NO_4 | $4655.00 | 0.26807 | SELL - Low Sigma suggests limited profit potential
AA.US_9 | $3320.00 | 0.29027 | SELL - Low Sigma suggests limited profit potential
FLT.US_9 | $36680.00 | 0.27067 | SELL - Low Sigma suggests limited profit potential
FRC4.DE | $161945.00 | 0.18841 | STRONG SELL - Very low Sigma indicates poor trading conditions
SKYW.US_4 | $9856.00 | 0.25565 | SELL - Low Sigma suggests limited profit potential
FNF.US_9 | $6447.00 | 0.52666 | HOLD - Moderate Sigma with mixed signals
GFC.FR_9 | $9030.00 | 0.39779 | SELL - Low Sigma suggests limited profit potential
LCUJ.DE | $172820.00 | 0.52649 | HOLD - Moderate Sigma with mixed signals
MRVI.US | $321.00 | 0.27396 | SELL - Low Sigma suggests limited profit potential
VWCG.DE | $49360.00 | 0.43096 | HOLD - Moderate Sigma with mixed signals
CMA.US_9 | $6422.00 | 0.27614 | SELL - Low Sigma suggests limited profit potential
VUSC.DE | $474190.00 | 0.26578 | SELL - Low Sigma suggests limited profit potential
DOGECOIN | $23428.00 | 0.33200 | SELL - Low Sigma suggests limited profit potential
CPRI.US_4 | $2194.00 | 0.47705 | HOLD - Moderate Sigma with mixed signals
GMVM.DE_5 | $56610.00 | 0.23087 | SELL - Low Sigma suggests limited profit potential
PRAE.DE | $30195.00 | 0.55387 | HOLD - Moderate Sigma with mixed signals
IVG.IT_4 | $15077.00 | 0.59996 | HOLD - Moderate Sigma with mixed signals
NXT.US_4 | $4391.00 | 0.59550 | HOLD - Moderate Sigma with mixed signals
FRA.DE_9 | $5525.00 | 0.20958 | SELL - Low Sigma suggests limited profit potential
TRD1.DE | $393150.00 | 0.21998 | SELL - Low Sigma suggests limited profit potential
BP.UK_9 | $43900.00 | 0.40084 | HOLD - Moderate Sigma with mixed signals
PINS.US_4 | $3689.00 | 0.62085 | BUY - Good Sigma with positive technical indicators
LQDE.UK | $10270.00 | 0.43548 | HOLD - Moderate Sigma with mixed signals
ITA40 | $38715.00 | 0.57571 | HOLD - Moderate Sigma with mixed signals
IMNN.US | $8265.00 | 0.34830 | SELL - Low Sigma suggests limited profit potential
ACX1.ES_4 | $11210.00 | 0.71056 | BUY - Good Sigma with positive technical indicators
KPTI.US | $78300.00 | 0.86289 | STRONG BUY - High Sigma indicates significant trading opportunity with multiple confirming signals
TM.US_9 | $18084.00 | 0.46053 | HOLD - Moderate Sigma with mixed signals
BKR.US_4 | $4451.00 | 0.32260 | SELL - Low Sigma suggests limited profit potential
WELX.DE | $17590.00 | 0.24849 | SELL - Low Sigma suggests limited profit potential
EVT.DE | $8220.00 | 0.46340 | HOLD - Moderate Sigma with mixed signals
FGEA.DE | $47470.00 | 0.35633 | SELL - Low Sigma suggests limited profit potential
SPTN.US_9 | $2016.00 | 0.68339 | BUY - Good Sigma with positive technical indicators
EL.FR_9 | $28480.00 | 0.57902 | HOLD - Moderate Sigma with mixed signals
HPE.US_9 | $1980.00 | 0.24494 | SELL - Low Sigma suggests limited profit potential
PETS.UK_4 | $2362.00 | 0.52293 | HOLD - Moderate Sigma with mixed signals
GEHC.US_9 | $8727.00 | 0.64143 | BUY - Good Sigma with positive technical indicators
IBB.US_5 | $13681.00 | 0.40229 | HOLD - Moderate Sigma with mixed signals
ALGN.US_9 | $18700.00 | 0.24854 | SELL - Low Sigma suggests limited profit potential
IQQC.DE_9 | $96900.00 | 0.58756 | HOLD - Moderate Sigma with mixed signals
SNN.US | $2894.00 | 0.76618 | BUY - Good Sigma with positive technical indicators
BR.US_9 | $24120.00 | 0.52230 | HOLD - Moderate Sigma with mixed signals
ETSZ.DE | $17520.00 | 0.53096 | HOLD - Moderate Sigma with mixed signals
SON.PT_9 | $10100.00 | 0.55448 | HOLD - Moderate Sigma with mixed signals
PLP.UK_4 | $3499.00 | 0.26143 | SELL - Low Sigma suggests limited profit potential
S6DW.DE | $90100.00 | 0.19825 | STRONG SELL - Very low Sigma indicates poor trading conditions
KEX.US_9 | $10410.00 | 0.31017 | SELL - Low Sigma suggests limited profit potential
CPRT.US_4 | $5467.00 | 0.21124 | SELL - Low Sigma suggests limited profit potential
TIP5.UK | $50320.00 | 0.49489 | HOLD - Moderate Sigma with mixed signals
SVXY.US_5 | $4953.00 | 0.27000 | SELL - Low Sigma suggests limited profit potential
SPG.US_4 | $18570.00 | 0.56942 | HOLD - Moderate Sigma with mixed signals
EURZAR | $193842.00 | 0.44644 | HOLD - Moderate Sigma with mixed signals
EQH.US_9 | $5501.00 | 0.47484 | HOLD - Moderate Sigma with mixed signals
ATAT.US | $3070.00 | 0.66814 | BUY - Good Sigma with positive technical indicators
IVE.US_5 | $19682.00 | 0.60891 | BUY - Good Sigma with positive technical indicators
ESEE.DE | $283050.00 | 0.22068 | SELL - Low Sigma suggests limited profit potential
TSCO.US_4 | $5526.00 | 0.28727 | SELL - Low Sigma suggests limited profit potential
IBTS.UK | $1028700.00 | 0.26818 | SELL - Low Sigma suggests limited profit potential
FORTUM.FI_9 | $15030.00 | 0.65794 | BUY - Good Sigma with positive technical indicators
GOOGC.US_4 | $17179.00 | 0.42598 | HOLD - Moderate Sigma with mixed signals
AAPL.US_4 | $24112.00 | 0.66561 | BUY - Good Sigma with positive technical indicators
CCL.US_9 | $2389.00 | 0.41551 | HOLD - Moderate Sigma with mixed signals
SOON.CH_9 | $28980.00 | 0.20034 | SELL - Low Sigma suggests limited profit potential
IUSA.UK | $46533.00 | 0.35229 | SELL - Low Sigma suggests limited profit potential
SARO.US | $2817.00 | 0.70512 | BUY - Good Sigma with positive technical indicators
AKTS.US | $367.00 | 0.32362 | SELL - Low Sigma suggests limited profit potential
DXC.US_4 | $1829.00 | 0.41658 | HOLD - Moderate Sigma with mixed signals
VIXM.US | $1508.00 | 0.46012 | HOLD - Moderate Sigma with mixed signals
XOM.US_9 | $11141.00 | 0.45999 | HOLD - Moderate Sigma with mixed signals
AON.US_4 | $40733.00 | 0.58513 | HOLD - Moderate Sigma with mixed signals
BMW.DE_9 | $8400.00 | 0.61719 | BUY - Good Sigma with positive technical indicators
X8PS.DE | $14234.00 | 0.54868 | HOLD - Moderate Sigma with mixed signals
ASH.US_9 | $6050.00 | 0.26683 | SELL - Low Sigma suggests limited profit potential
PUBM.US | $1057.00 | 0.39635 | SELL - Low Sigma suggests limited profit potential
RI.FR_4 | $10299.00 | 0.33227 | SELL - Low Sigma suggests limited profit potential
XRSM.DE | $48275.00 | 0.33589 | SELL - Low Sigma suggests limited profit potential
MIPS.SE_9 | $48360.00 | 0.33992 | SELL - Low Sigma suggests limited profit potential
YUMC.US_4 | $4927.00 | 0.61310 | BUY - Good Sigma with positive technical indicators
FLXC.DE | $26735.00 | 0.47520 | HOLD - Moderate Sigma with mixed signals
SFER.IT_4 | $8052.00 | 0.59503 | HOLD - Moderate Sigma with mixed signals
NTNX.US_4 | $7674.00 | 0.57713 | HOLD - Moderate Sigma with mixed signals
PRAP.DE | $197745.00 | 0.49555 | HOLD - Moderate Sigma with mixed signals
UFPI.US_9 | $10657.00 | 0.26729 | SELL - Low Sigma suggests limited profit potential
LOPE.US_4 | $17933.00 | 0.54218 | HOLD - Moderate Sigma with mixed signals
HYG.US_5 | $7996.00 | 0.42947 | HOLD - Moderate Sigma with mixed signals
PLUS.US_4 | $6389.00 | 0.28903 | SELL - Low Sigma suggests limited profit potential
SXRZ.DE | $23980.00 | 0.25729 | SELL - Low Sigma suggests limited profit potential
ECV.DE_9 | $17440.00 | 0.55409 | HOLD - Moderate Sigma with mixed signals
MWSH.DE | $68340.00 | 0.23062 | SELL - Low Sigma suggests limited profit potential
LYS5.DE | $1062050.00 | 0.58905 | HOLD - Moderate Sigma with mixed signals
SHC.UK_9 | $12320.00 | 0.56395 | HOLD - Moderate Sigma with mixed signals
CRNC.US_9 | $1134.00 | 0.42151 | HOLD - Moderate Sigma with mixed signals
IPH.FR_9 | $2115.00 | 0.64404 | BUY - Good Sigma with positive technical indicators
WENS.NL | $68560.00 | 0.26302 | SELL - Low Sigma suggests limited profit potential
META.US_9 | $66792.00 | 0.48091 | HOLD - Moderate Sigma with mixed signals
PRAS.DE | $189355.00 | 0.41732 | HOLD - Moderate Sigma with mixed signals
TKO.US_9 | $15055.00 | 0.56505 | HOLD - Moderate Sigma with mixed signals
APTV.US_4 | $6499.00 | 0.44056 | HOLD - Moderate Sigma with mixed signals
CDW.US | $17746.00 | 0.27701 | SELL - Low Sigma suggests limited profit potential
TWST.US | $3872.00 | 0.34009 | SELL - Low Sigma suggests limited profit potential
EAT.US_4 | $16422.00 | 0.71052 | BUY - Good Sigma with positive technical indicators
MAG.US_4 | $1498.00 | 0.53487 | HOLD - Moderate Sigma with mixed signals
TRU.US | $9235.00 | 0.32743 | SELL - Low Sigma suggests limited profit potential
CMBT.BE_9 | $8815.00 | 0.41458 | HOLD - Moderate Sigma with mixed signals
MATV.US_4 | $672.00 | 0.39339 | SELL - Low Sigma suggests limited profit potential
IQQ5.DE_9 | $18506.00 | 0.37375 | SELL - Low Sigma suggests limited profit potential
TFBANK.SE | $37400.00 | 0.43655 | HOLD - Moderate Sigma with mixed signals
DSP.US | $1997.00 | 0.33603 | SELL - Low Sigma suggests limited profit potential
CIEN.US_4 | $7900.00 | 0.34335 | SELL - Low Sigma suggests limited profit potential
STL.NO_9 | $25665.00 | 0.26202 | SELL - Low Sigma suggests limited profit potential
SXR0.DE | $82630.00 | 0.54071 | HOLD - Moderate Sigma with mixed signals
IBCM.DE | $1901700.00 | 0.37511 | SELL - Low Sigma suggests limited profit potential
ITOT.US_5 | $12973.00 | 0.23490 | SELL - Low Sigma suggests limited profit potential
IVV.US_5 | $59586.00 | 0.36882 | SELL - Low Sigma suggests limited profit potential
AZA.SE | $32100.00 | 0.49096 | HOLD - Moderate Sigma with mixed signals
DBG.FR_4 | $5416.00 | 0.63130 | BUY - Good Sigma with positive technical indicators
SWI.US_9 | $1829.00 | 0.61076 | BUY - Good Sigma with positive technical indicators
SEDG.US | $1646.00 | 0.70798 | BUY - Good Sigma with positive technical indicators
NKTR.US_9 | $8310.00 | 0.45040 | HOLD - Moderate Sigma with mixed signals
LTC.US_9 | $3476.00 | 0.44858 | HOLD - Moderate Sigma with mixed signals
MCRB.US | $7513.00 | 0.27316 | SELL - Low Sigma suggests limited profit potential
ETCGLDRMAU.PL | $11248.00 | 0.39880 | SELL - Low Sigma suggests limited profit potential
MLCO.US_9 | $555.00 | 0.51998 | HOLD - Moderate Sigma with mixed signals
ICAD.FR_9 | $2258.00 | 0.37196 | SELL - Low Sigma suggests limited profit potential
MORN.US_4 | $31142.00 | 0.21793 | SELL - Low Sigma suggests limited profit potential
SHA0.DE_9 | $48005.00 | 0.54672 | HOLD - Moderate Sigma with mixed signals
OSK.US_9 | $10214.00 | 0.46355 | HOLD - Moderate Sigma with mixed signals
YPF.US_4 | $3491.00 | 0.27857 | SELL - Low Sigma suggests limited profit potential
FIZZ.US_9 | $3961.00 | 0.28331 | SELL - Low Sigma suggests limited profit potential
MBUU.US_9 | $3335.00 | 0.46564 | HOLD - Moderate Sigma with mixed signals
WTRG.US_4 | $3789.00 | 0.50126 | HOLD - Moderate Sigma with mixed signals
WPS.UK_4 | $603.00 | 0.53569 | HOLD - Moderate Sigma with mixed signals
WOOD.UK_9 | $213000.00 | 0.19435 | STRONG SELL - Very low Sigma indicates poor trading conditions
ESEH.DE | $191985.00 | 0.37681 | SELL - Low Sigma suggests limited profit potential
TAL.US_9 | $1289.00 | 0.70879 | BUY - Good Sigma with positive technical indicators
IQQF.DE | $53270.00 | 0.55401 | HOLD - Moderate Sigma with mixed signals
IQQI.DE | $31775.00 | 0.51532 | HOLD - Moderate Sigma with mixed signals
MSM.US_4 | $8022.00 | 0.40959 | HOLD - Moderate Sigma with mixed signals
METSO.FI_9 | $10620.00 | 0.68845 | BUY - Good Sigma with positive technical indicators
SM.US_9 | $3267.00 | 0.23251 | SELL - Low Sigma suggests limited profit potential
BKNG.US_4 | $498349.00 | 0.48233 | HOLD - Moderate Sigma with mixed signals
HES.US_9 | $14895.00 | 0.48833 | HOLD - Moderate Sigma with mixed signals
KMB.US_9 | $14162.00 | 0.63549 | BUY - Good Sigma with positive technical indicators
LIN.US_9 | $46672.00 | 0.55715 | HOLD - Moderate Sigma with mixed signals
HIK.UK_9 | $2158.00 | 0.40720 | HOLD - Moderate Sigma with mixed signals
SADA.DE | $33885.00 | 0.35778 | SELL - Low Sigma suggests limited profit potential
VALMT.FI_4 | $26950.00 | 0.48301 | HOLD - Moderate Sigma with mixed signals
RBS.UK_9 | $47730.00 | 0.58294 | HOLD - Moderate Sigma with mixed signals
FCC.ES_4 | $10480.00 | 0.58605 | HOLD - Moderate Sigma with mixed signals
DBK.DE_4 | $20554.00 | 0.73596 | BUY - Good Sigma with positive technical indicators
RHP.US_9 | $9829.00 | 0.21849 | SELL - Low Sigma suggests limited profit potential
GBPNZD | $224805.00 | 0.64474 | BUY - Good Sigma with positive technical indicators
CEZ1.CZ_4 | $101000.00 | 0.27077 | SELL - Low Sigma suggests limited profit potential
FLXT.DE | $29325.00 | 0.40990 | HOLD - Moderate Sigma with mixed signals
CPG.UK_9 | $27690.00 | 0.39692 | SELL - Low Sigma suggests limited profit potential
SHAK.US_4 | $10807.00 | 0.33353 | SELL - Low Sigma suggests limited profit potential
AVAV.US_9 | $14884.00 | 0.38788 | SELL - Low Sigma suggests limited profit potential
DUOL.US | $30971.00 | 0.51600 | HOLD - Moderate Sigma with mixed signals
LFMD.US | $526.00 | 0.36919 | SELL - Low Sigma suggests limited profit potential
H412.DE | $29595.00 | 0.36953 | SELL - Low Sigma suggests limited profit potential
VOLVB.SE_9 | $33460.00 | 0.50909 | HOLD - Moderate Sigma with mixed signals
SGRO.UK_9 | $7068.00 | 0.27952 | SELL - Low Sigma suggests limited profit potential
AG.US_9 | $536.00 | 0.55457 | HOLD - Moderate Sigma with mixed signals
IBCJ.DE | $22220.00 | 0.46454 | HOLD - Moderate Sigma with mixed signals
AGNC.US_4 | $1040.00 | 0.46634 | HOLD - Moderate Sigma with mixed signals
KORI.FR_4 | $3678.00 | 0.84614 | STRONG BUY - High Sigma indicates significant trading opportunity with multiple confirming signals
WPP.UK_4 | $6466.00 | 0.26304 | SELL - Low Sigma suggests limited profit potential
EURN.BE_9 | $8815.00 | 0.26458 | SELL - Low Sigma suggests limited profit potential
FOX.US_4 | $5397.00 | 0.71201 | BUY - Good Sigma with positive technical indicators
STAN.UK_9 | $12670.00 | 0.57085 | HOLD - Moderate Sigma with mixed signals
ITW.US_9 | $26381.00 | 0.56358 | HOLD - Moderate Sigma with mixed signals
VGEB.DE | $227640.00 | 0.51531 | HOLD - Moderate Sigma with mixed signals
AVANCE.NO | $1612.00 | 0.32397 | SELL - Low Sigma suggests limited profit potential
DGTL.UK_9 | $105100.00 | 0.34334 | SELL - Low Sigma suggests limited profit potential
FLX5.DE | $47460.00 | 0.34949 | SELL - Low Sigma suggests limited profit potential
ALB.US_9 | $7701.00 | 0.29499 | SELL - Low Sigma suggests limited profit potential
CEVA.US_9 | $3424.00 | 0.53201 | HOLD - Moderate Sigma with mixed signals
IG.IT_9 | $6210.00 | 0.62466 | BUY - Good Sigma with positive technical indicators
MSAU.UK | $29965.00 | 0.17847 | STRONG SELL - Very low Sigma indicates poor trading conditions
BMT.DE_9 | $37360.00 | 0.38701 | SELL - Low Sigma suggests limited profit potential
AU.US_9 | $2947.00 | 0.45975 | HOLD - Moderate Sigma with mixed signals
PNW.US_9 | $9248.00 | 0.64162 | BUY - Good Sigma with positive technical indicators
MCHP.US_9 | $5861.00 | 0.53827 | HOLD - Moderate Sigma with mixed signals
SLUS.DE | $10718.00 | 0.22337 | SELL - Low Sigma suggests limited profit potential
URA.US_5 | $2473.00 | 0.42319 | HOLD - Moderate Sigma with mixed signals
GET.FR_9 | $15920.00 | 0.57132 | HOLD - Moderate Sigma with mixed signals
SPI.UK_9 | $2260.00 | 0.29592 | SELL - Low Sigma suggests limited profit potential
BDEV.UK_9 | $42690.00 | 0.27490 | SELL - Low Sigma suggests limited profit potential
BABA.US_4 | $13219.00 | 0.62886 | BUY - Good Sigma with positive technical indicators
TCBT.DE | $173010.00 | 0.52874 | HOLD - Moderate Sigma with mixed signals
TLRY.US_9 | $7200.00 | 0.43613 | HOLD - Moderate Sigma with mixed signals
CNO.US_9 | $4158.00 | 0.44354 | HOLD - Moderate Sigma with mixed signals
MLKN.US_4 | $2138.00 | 0.30329 | SELL - Low Sigma suggests limited profit potential
DXCM.US_4 | $8820.00 | 0.67428 | BUY - Good Sigma with positive technical indicators
IBTE.UK | $49846.00 | 0.50367 | HOLD - Moderate Sigma with mixed signals
TTD.US_9 | $7022.00 | 0.33462 | SELL - Low Sigma suggests limited profit potential
AU.US_4 | $2942.00 | 0.45965 | HOLD - Moderate Sigma with mixed signals
GMVM.DE_9 | $56700.00 | 0.22172 | SELL - Low Sigma suggests limited profit potential
MESA.US | $11300.00 | 0.42711 | HOLD - Moderate Sigma with mixed signals
OTIS.US_4 | $9951.00 | 0.57043 | HOLD - Moderate Sigma with mixed signals
XDN0.DE | $52680.00 | 0.58031 | HOLD - Moderate Sigma with mixed signals
BNP.FR_9 | $72640.00 | 0.50495 | HOLD - Moderate Sigma with mixed signals
STJ.UK_4 | $10550.00 | 0.48334 | HOLD - Moderate Sigma with mixed signals
ABBN.CH_4 | $4843.00 | 0.27403 | SELL - Low Sigma suggests limited profit potential
ANTO.UK_4 | $17353.00 | 0.61559 | BUY - Good Sigma with positive technical indicators
LULU.US_4 | $36486.00 | 0.22772 | SELL - Low Sigma suggests limited profit potential
NA9.DE | $8245.00 | 0.48032 | HOLD - Moderate Sigma with mixed signals
AMUN.FR_9 | $6865.00 | 0.47120 | HOLD - Moderate Sigma with mixed signals
COTTON | $6526.00 | 0.40287 | HOLD - Moderate Sigma with mixed signals
ACM.US_9 | $9973.00 | 0.26672 | SELL - Low Sigma suggests limited profit potential
AHT.UK_4 | $4802.00 | 0.36857 | SELL - Low Sigma suggests limited profit potential
VYX.US_4 | $1125.00 | 0.25071 | SELL - Low Sigma suggests limited profit potential
BYND.US_4 | $313.00 | 0.30361 | SELL - Low Sigma suggests limited profit potential
RGTI.US | $844.00 | 0.32830 | SELL - Low Sigma suggests limited profit potential
HLI.US | $17326.00 | 0.24453 | SELL - Low Sigma suggests limited profit potential
RECSI.NO_9 | $11000.00 | 0.33526 | SELL - Low Sigma suggests limited profit potential
RI.FR_9 | $10315.00 | 0.40217 | HOLD - Moderate Sigma with mixed signals
NG.UK_9 | $9746.00 | 0.40391 | HOLD - Moderate Sigma with mixed signals
ICE.US_4 | $17307.00 | 0.50215 | HOLD - Moderate Sigma with mixed signals
DLG.UK_4 | $2765.00 | 0.56301 | HOLD - Moderate Sigma with mixed signals
BILL.US_9 | $5518.00 | 0.47215 | HOLD - Moderate Sigma with mixed signals
LW.US | $5158.00 | 0.23662 | SELL - Low Sigma suggests limited profit potential
ICE.US_9 | $17333.00 | 0.50194 | HOLD - Moderate Sigma with mixed signals
SXRT.DE | $20245.00 | 0.44023 | HOLD - Moderate Sigma with mixed signals
CEU1.UK_5 | $16057.00 | 0.52838 | HOLD - Moderate Sigma with mixed signals
BWLPG.NO_9 | $13060.00 | 0.30825 | SELL - Low Sigma suggests limited profit potential
BBD.US_9 | $19300.00 | 0.35862 | SELL - Low Sigma suggests limited profit potential
RDW.US | $1390.00 | 0.52579 | HOLD - Moderate Sigma with mixed signals
ECR.ES_9 | $2825.00 | 0.17914 | STRONG SELL - Very low Sigma indicates poor trading conditions
STM.FR_9 | $23660.00 | 0.68328 | BUY - Good Sigma with positive technical indicators
SPCE.US_9 | $379.00 | 0.43905 | HOLD - Moderate Sigma with mixed signals
CS.FR_4 | $37350.00 | 0.47658 | HOLD - Moderate Sigma with mixed signals
SPPW.DE | $384580.00 | 0.21701 | SELL - Low Sigma suggests limited profit potential
XB0T.DE | $20100.00 | 0.21078 | SELL - Low Sigma suggests limited profit potential
KCO.DE_4 | $6480.00 | 0.76636 | BUY - Good Sigma with positive technical indicators
MULN.US | $25300.00 | 0.63216 | BUY - Good Sigma with positive technical indicators
PR1T.DE | $215030.00 | 0.26306 | SELL - Low Sigma suggests limited profit potential
STM.FR_4 | $23624.00 | 0.53327 | HOLD - Moderate Sigma with mixed signals
VYX.US_9 | $1127.00 | 0.25058 | SELL - Low Sigma suggests limited profit potential
SN.UK_9 | $11455.00 | 0.69002 | BUY - Good Sigma with positive technical indicators
SIX2.DE_9 | $8525.00 | 0.58709 | HOLD - Moderate Sigma with mixed signals
RJF.US_4 | $15385.00 | 0.23302 | SELL - Low Sigma suggests limited profit potential
GVOLT.PT | $8220.00 | 0.51588 | HOLD - Moderate Sigma with mixed signals
KEYS.US | $15868.00 | 0.37579 | SELL - Low Sigma suggests limited profit potential
IUCS.UK | $95475.00 | 0.52418 | HOLD - Moderate Sigma with mixed signals
BIRG.UK_4 | $11357.00 | 0.74282 | BUY - Good Sigma with positive technical indicators
GEST.ES | $2660.00 | 0.49370 | HOLD - Moderate Sigma with mixed signals
CART.US | $4110.00 | 0.43554 | HOLD - Moderate Sigma with mixed signals
SL.IT | $3215.00 | 0.22041 | SELL - Low Sigma suggests limited profit potential
SCHA.NO_4 | $31410.00 | 0.27263 | SELL - Low Sigma suggests limited profit potential
UMI.BE_9 | $8755.00 | 0.39704 | SELL - Low Sigma suggests limited profit potential
HIVE.US | $206.00 | 0.24781 | SELL - Low Sigma suggests limited profit potential
BBOX.UK_4 | $14660.00 | 0.58098 | HOLD - Moderate Sigma with mixed signals
IS3S.DE | $43985.00 | 0.41524 | HOLD - Moderate Sigma with mixed signals
WPM.US_9 | $6904.00 | 0.68534 | BUY - Good Sigma with positive technical indicators
ERII.US_4 | $1491.00 | 0.44526 | HOLD - Moderate Sigma with mixed signals
IEDY.UK | $14835.00 | 0.40718 | HOLD - Moderate Sigma with mixed signals
SGH.US_9 | $1979.00 | 0.51061 | HOLD - Moderate Sigma with mixed signals
SDIA.UK | $60250.00 | 0.51396 | HOLD - Moderate Sigma with mixed signals
CDLX.US_4 | $261.00 | 0.32233 | SELL - Low Sigma suggests limited profit potential
FSR.US_4 | $173.00 | 0.28346 | SELL - Low Sigma suggests limited profit potential
CDAY.US_4 | $6178.00 | 0.40342 | HOLD - Moderate Sigma with mixed signals
SAGA.UK_4 | $1206.00 | 0.31506 | SELL - Low Sigma suggests limited profit potential
SWDA.UK | $870100.00 | 0.17384 | STRONG SELL - Very low Sigma indicates poor trading conditions
XUCS.DE | $46215.00 | 0.42760 | HOLD - Moderate Sigma with mixed signals
DAO.US | $903.00 | 0.73273 | BUY - Good Sigma with positive technical indicators
XYPD.DE | $1469050.00 | 0.22519 | SELL - Low Sigma suggests limited profit potential
OLLI.US_4 | $10333.00 | 0.42298 | HOLD - Moderate Sigma with mixed signals
ABG.US_4 | $26635.00 | 0.43934 | HOLD - Moderate Sigma with mixed signals
TDC.US_9 | $2380.00 | 0.41712 | HOLD - Moderate Sigma with mixed signals
KSS.US_4 | $1138.00 | 0.26675 | SELL - Low Sigma suggests limited profit potential
SAIA.US | $40638.00 | 0.29536 | SELL - Low Sigma suggests limited profit potential
EMNU.DE | $72390.00 | 0.57625 | HOLD - Moderate Sigma with mixed signals
XMJP.DE_9 | $78092.00 | 0.45698 | HOLD - Moderate Sigma with mixed signals
COFB.BE_4 | $5891.00 | 0.53809 | HOLD - Moderate Sigma with mixed signals
KCO.DE_9 | $6490.00 | 0.76586 | BUY - Good Sigma with positive technical indicators
SXR6.DE | $69330.00 | 0.44779 | HOLD - Moderate Sigma with mixed signals
APH.US_4 | $6646.00 | 0.24989 | SELL - Low Sigma suggests limited profit potential
IHZU.UK | $9544.00 | 0.61317 | BUY - Good Sigma with positive technical indicators
GDRX.US_4 | $499.00 | 0.61743 | BUY - Good Sigma with positive technical indicators
ABVX.FR | $7090.00 | 0.74648 | BUY - Good Sigma with positive technical indicators
BLD.US_9 | $30575.00 | 0.28583 | SELL - Low Sigma suggests limited profit potential
YAR.NO_4 | $31850.00 | 0.42013 | HOLD - Moderate Sigma with mixed signals
OCI.NL_4 | $11118.00 | 0.38713 | SELL - Low Sigma suggests limited profit potential
C003.DE | $35180.00 | 0.56430 | HOLD - Moderate Sigma with mixed signals
RAND.NL_9 | $38780.00 | 0.28413 | SELL - Low Sigma suggests limited profit potential
REP1.ES_9 | $12305.00 | 0.47267 | HOLD - Moderate Sigma with mixed signals
YY.US_9 | $4651.00 | 0.52514 | HOLD - Moderate Sigma with mixed signals
EWT.US_5 | $5075.00 | 0.41686 | HOLD - Moderate Sigma with mixed signals
IBCS.DE_9 | $1263450.00 | 0.38264 | SELL - Low Sigma suggests limited profit potential
PSG.ES_4 | $1975.00 | 0.50242 | HOLD - Moderate Sigma with mixed signals
DEI.US_9 | $1728.00 | 0.25709 | SELL - Low Sigma suggests limited profit potential
MOMO.US_9 | $736.00 | 0.50656 | HOLD - Moderate Sigma with mixed signals
